ID,Name,Year,Season,English,Japanese,Episodes,Broadcast,Source,Duration,Rating,Score,Members,Favorites,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri
40145,Yu☆Gi☆Oh Sevens,2020,spring,,遊☆戯☆王SEVENS,,Saturdays at 07:30 (JST),Card game,,PG-13 - Teens 13 or older,,7799,18,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
40682,Kingdom 3rd Season,2020,spring,,キングダム 第3シリーズ,,Mondays at 00:15 (JST),Manga,,R - 17+ (violence & profanity),,7339,54,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,
41120,Fugou Keiji Balance Unlimited,2020,spring,,富豪刑事 Balance:UNLIMITED,,Fridays at 00:55 (JST),Novel,,None,,7708,16,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
38843,Shironeko Project Zero Chronicle,2020,spring,,白猫プロジェクトZERO CHRONICLE,,Mondays at 22:00 (JST),Game,,None,,6234,14,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
39966,Tamayomi,2020,spring,,球詠,,Unknown,Manga,,None,,5917,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,
40513,Nami yo Kiitekure,2020,spring,"Wave, Listen to Me!",波よ聞いてくれ,,Fridays at 02:25 (JST),Manga,,None,,5524,4,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
39582,Kitsutsuki Tanteidokoro,2020,spring,Woodpecker Detective's Office,啄木鳥探偵處,,Mondays at 23:00 (JST),Novel,,None,,4351,3,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
40165,Listeners,2020,spring,,LISTENERS,,Saturdays at 01:55 (JST),Original,,None,,4727,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
39292,Princess Connect Re Dive,2020,spring,,プリンセスコネクト！Re:Dive,,Tuesdays at 00:30 (JST),Game,,None,,4287,14,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39730,Houkago Teibou Nisshi,2020,spring,,放課後ていぼう日誌,,Tuesdays at 22:00 (JST),Manga,,None,,3896,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,
40358,Gal to Kyouryuu,2020,spring,,ギャルと恐竜,,Sundays at 01:00 (JST),Manga,,None,,3272,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
40504,Major 2nd TV 2nd Season,2020,spring,,メジャーセカンド,,Saturdays at 17:35 (JST),Manga,,PG-13 - Teens 13 or older,,2963,4,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
40403,Shin Sakura Taisen the Animation,2020,spring,New Sakura Wars the Animation,新サクラ大戦 the Animation,,Fridays at 22:00 (JST),Game,,PG-13 - Teens 13 or older,,2707,6,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,
40934,Bungou to Alchemist Shinpan no Haguruma,2020,spring,,文豪とアルケミスト 〜審判ノ歯車〜,,Saturdays at 01:23 (JST),Game,,None,,2455,4,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40783,Shachou Battle no Jikan Desu,2020,spring,,"社長, バトルの時間です!",,Sundays at 23:30 (JST),Game,,None,,1798,0,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40677,Argonavis from BanG Dream,2020,spring,,アルゴナビス from BanG Dream!,,Saturdays at 01:25 (JST),Other,,None,,1469,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
41332,Ore no Yubi de Midarero Heitengo Futarikiri no Salon de,2020,spring,,俺の指で乱れろ。～閉店後二人きりのサロンで…～,,Mondays at 01:00 (JST),Manga,,R+ - Mild Nudity,,1112,8,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
40506,Shadowverse TV,2020,spring,,シャドウバース,,Unknown,Card game,,None,,868,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41266,Olympia Kyklos,2020,spring,,オリンピア・キュクロス,24,Unknown,Manga,5,None,,667,0,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,
40327,Mewkledreamy,2020,spring,,ミュークルドリーミー,,Sundays at 10:30 (JST),Other,,None,,490,0,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
41283,Cardfight Vanguard Gaiden If,2020,spring,,カードファイト!! ヴァンガード外伝 イフ-if-,,Unknown,Original,,PG-13 - Teens 13 or older,,419,0,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40880,Kiratto Pri☆chan Season 3,2020,spring,,キラッとプリ☆チャン シーズン3,,Sundays at 10:00 (JST),Game,24,PG - Children,,261,0,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,
40045,Motto Majime ni Fumajime Kaiketsu Zorori,2020,spring,,もっと! まじめにふまじめ かいけつゾロリ,,Sundays at 19:00 (JST),Book,,PG - Children,,180,0,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
41062,Tomica Kizuna Gattai Earth Granner,2020,spring,,トミカ絆合体 アースグランナー,,Sundays at 09:30 (JST),Other,,PG - Children,,152,0,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
41381,Gal-gaku Hijiri Girls Square Gakuin,2020,spring,,ガル学. ~聖ガールズスクエア学院~,,Mondays at 19:05 (JST),Other,,PG-13 - Teens 13 or older,,85,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
41401,TV Yarou Nanaana Kaibutsu Kraken wo Oe,2020,spring,,テレビ野郎 ナナーナ 怪物クラーケンを追え!,,Thursdays at 19:53 (JST),Original,3,PG-13 - Teens 13 or older,,71,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41404,Neko Neko Nihonshi 5th Season,2020,spring,,ねこねこ日本史 第5期,,Wednesdays at 06:45 (JST),Web manga,9,G - All Ages,,40,0,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
41101,Poccolies,2020,spring,Poccolies,ぽっこりーず,,Unknown,Other,,G - All Ages,,32,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
41384,Norimono Man Mobile Land no Car-kun,2020,spring,,のりものまん モービルランドのカークン,,Unknown,Original,,PG - Children,,16,0,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
